Dia da Semana,Características reais da sala,Características da sala pedida para a aula,Turno,﻿Curso,Unidade de execução,Turnos com capacidade superior à capacidade das características das salas,Fim,Início,Inscritos no turno (no 1º semestre é baseado em estimativas),Turma,Turno com inscrições superiores à capacidade das salas,Lotação,Sala da aula,Dia
FALSO,50,11/2/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,10/26/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,10/19/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,10/12/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,10/5/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,9/28/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,50,9/21/2015,L5402TP01,LCP,Introdução à Ciência Política,48,13:00:00,Seg,CPA1","CPA2,FALSO,C4.02,Sala de Aulas normal,14:30:00
FALSO,,12/9/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,,Sala de Aulas normal,14:30:00
FALSO,84,12/2/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,11/25/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,,11/18/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,,Sala de Aulas normal,14:30:00
FALSO,84,11/11/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,11/4/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,10/28/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,10/21/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,10/14/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,10/7/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,9/30/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,84,9/23/2015,L2004TP02,LETI,Electrónica Programada e Processamento Digital de Sinais,52,13:00:00,Qua,ETC1","ETC2,FALSO,C6.10,Sala de Aulas normal,14:30:00
FALSO,,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,12/15/2015,13:00:00
FALSO,1E06,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,11/24/2015,13:00:00
FALSO,,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,11/10/2015,13:00:00
FALSO,1E06,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,10/20/2015,13:00:00
FALSO,1E06,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,10/6/2015,13:00:00
FALSO,1E06,14:30:00,Atenção e Memória",LP,"Percepção,PA2",Ter,VERDADEIRO,"PA4,L5209PL02,62,Sala de Aulas normal,9/22/2015,13:00:00
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,11/25/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,10/14/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,10/7/2015
Qua,"Sala Aulas Mestrado Plus,Sala de Aulas normal,02160TP01,ISCTE-IUL,Seminário em Comunicação Politica,FALSO,16:00:00,14:00:00,13,SEMIN_15,FALSO,32,C4.05,9/30/2015
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,W0014TP01,CEFORGEP,Direito da Administração Pública - Nível B,FALSO,20:00:00,18:00:00,16,CE-FORGEP-01,FALSO,48,2E10,2/18/2016
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,W0014TP01,CEFORGEP,Direito da Administração Pública - Nível B,FALSO,22:00:00,18:00:00,16,CE-FORGEP-01,FALSO,48,2E10,2/17/2016
Ter,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,W0014TP01,CEFORGEP,Direito da Administração Pública - Nível B,FALSO,20:00:00,18:00:00,16,CE-FORGEP-01,FALSO,30,AA2.28,2/16/2016
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,W0014TP01,CEFORGEP,Direito da Administração Pública - Nível B,FALSO,22:00:00,18:00:00,16,CE-FORGEP-01,FALSO,38,AA2.26,2/4/2016
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,W0014TP01,CEFORGEP,Direito da Administração Pública - Nível B,FALSO,20:00:00,18:00:00,16,CE-FORGEP-01,FALSO,38,AA2.26,2/3/2016
Ter,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,20:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,2/2/2016
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,21:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,1/28/2016
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,20:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,1/27/2016
Ter,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,20:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,1/26/2016
Qui,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,20:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,1/21/2016
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,EA-NBTP01,CEFORGEP,Ética e Administração - Nível B,FALSO,21:00:00,18:00:00,17,CE-FORGEP-01,FALSO,34,C2.02,1/20/2016
FALSO,28,12/3/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,22:30:00
FALSO,28,11/19/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,22:30:00
FALSO,28,11/5/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,22:30:00
FALSO,28,12/3/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,20:00:00
FALSO,28,11/19/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,20:00:00
FALSO,28,11/5/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Qui,PGIAOA1,00710-1TTP01,FALSO,D1.06,Laboratório de Informática,20:00:00
FALSO,20,12/9/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Qua,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,22:30:00
FALSO,20,12/9/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Qua,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,20:00:00
FALSO,20,12/14/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Seg,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,22:30:00
FALSO,20,12/7/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,20:30:00,Seg,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,22:30:00
FALSO,20,12/14/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Seg,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,20:00:00
FALSO,20,12/7/2015,Introdução à Investigação em Ciências e Tecnologias de Informação,"PGIAO,MIASIC",12,18:00:00,Seg,PGIAOA1,00710-1TTP01,FALSO,D1.10,Laboratório de Informática,20:00:00
VERDADEIRO,60,12/11/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,12/4/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,11/27/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,11/20/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,11/13/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,11/6/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,10/30/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,10/23/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,10/16/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,60,10/9/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C4.08,Sala de Aulas normal,16:00:00
VERDADEIRO,12,10/2/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C6.06,Sala de Aulas normal,16:00:00
VERDADEIRO,12,9/25/2015,Introdução à Gestão,"LFC,LGM",31,14:30:00,Sex,GMKA2,L0520-1PL03,FALSO,C6.06,Sala de Aulas normal,16:00:00
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,11/30/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,11/23/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,11/16/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,11/9/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,11/2/2015
Seg,"Sala Aulas Mestrado Plus,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,30,AA3.26,10/26/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,10/19/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,10/12/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,10/5/2015
Seg,,Não necessita de sala,02055TP01,MCCTI,Estágio em Comunicação e Cultura,VERDADEIRO,20:00:00,18:00:00,20,MCCTIB1,FALSO,,,9/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,22:00:00,18:00:00,9,DEAA1,FALSO,28,AA3.24,12/2/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,22:00:00,18:00:00,9,DEAA1,FALSO,28,AA3.24,11/18/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,20:00:00,18:00:00,9,DEAA1,FALSO,38,AA3.25,11/11/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,20:00:00,18:00:00,9,DEAA1,FALSO,28,AA3.24,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,20:00:00,18:00:00,9,DEAA1,FALSO,28,AA3.24,10/21/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,01028TP01,DEA,Questões Aprofundadas de Epistemologia e Metodologia das Ciências Sociais,FALSO,20:00:00,18:00:00,9,DEAA1,FALSO,38,AA2.25,10/7/2015
FALSO,38,12/10/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,12/3/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,11/26/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,11/19/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,11/12/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,11/5/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,10/29/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,10/22/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,10/15/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,10/8/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,10/1/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,9/24/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qui,GAi,L1805-1PL06,FALSO,AA3.25,Sala de Aulas normal,09:30:00
FALSO,38,12/9/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,12/2/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,11/25/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,11/18/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,11/11/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,11/4/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,10/28/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,10/21/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,10/14/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,10/7/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,9/30/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
FALSO,38,9/23/2015,Gestão do Marketing,"LG,LGM",36,08:00:00,Qua,GAi,L1805-1PL06,FALSO,AA2.25,Sala de Aulas normal,09:30:00
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,22:00:00,20:00:00,21,MESSB1,FALSO,50,AA2.23,11/18/2015
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,22:00:00,20:00:00,21,MESSB1,FALSO,50,AA2.23,11/11/2015
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,22:00:00,20:00:00,21,MESSB1,FALSO,50,AA2.23,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,22:00:00,20:00:00,21,MESSB1,FALSO,38,AA2.25,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,22:00:00,20:00:00,21,MESSB1,FALSO,38,AA2.25,10/21/2015
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,20:00:00,18:00:00,21,MESSB1,FALSO,50,AA2.23,11/18/2015
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,20:00:00,18:00:00,21,MESSB1,FALSO,50,AA2.23,11/11/2015
Qua,"Sala NEE,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,20:00:00,18:00:00,21,MESSB1,FALSO,50,AA2.23,11/4/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,20:00:00,18:00:00,21,MESSB1,FALSO,38,AA2.25,10/28/2015
Qua,"Sala Aulas Mestrado Plus,Sala Aulas Mestrado,M9093S01,MESS,Seminário de Investigação em Economia Social Solidária,FALSO,20:00:00,18:00:00,21,MESSB1,FALSO,38,AA2.25,10/21/2015
VERDADEIRO,,12/16/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,21:00:00,Qua,MEI-SIGCA1","MEI-SIGCB1,FALSO,,Sala Aulas Mestrado,22:30:00
VERDADEIRO,,12/16/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,19:30:00,Qua,MEI-SIGCA1","MEI-SIGCB1,FALSO,,Sala Aulas Mestrado,21:00:00
VERDADEIRO,50,10/13/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,21:00:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA3.23,Sala Aulas Mestrado,22:30:00
VERDADEIRO,48,10/6/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,21:00:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA3.28,Sala Aulas Mestrado,22:30:00
VERDADEIRO,48,9/29/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,21:00:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA3.28,Sala Aulas Mestrado,22:30:00
VERDADEIRO,50,10/13/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,19:30:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA3.23,Sala Aulas Mestrado,21:00:00
VERDADEIRO,48,10/6/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,19:30:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA3.28,Sala Aulas Mestrado,21:00:00
VERDADEIRO,30,9/29/2015,M8683T01,MEI,Gestão do Conhecimento e Cultura Organizacional,35,19:30:00,Ter,MEI-SIGCA1","MEI-SIGCB1,FALSO,AA2.28,Sala Aulas Mestrado,21:00:00
FALSO,68,12/3/2015,02018S01,MEAS,Cultura e Meio Ambiente,13,20:00:00,Qui,MEASTA1","MEASAEA1,FALSO,C4.07,Sala Aulas Mestrado,22:00:00
FALSO,68,12/3/2015,02018S01,MEAS,Cultura e Meio Ambiente,13,18:00:00,Qui,MEASTA1","MEASAEA1,FALSO,C4.07,Sala Aulas Mestrado,20:00:00
FALSO,68,11/19/2015,02018S01,MEAS,Cultura e Meio Ambiente,13,20:00:00,Qui,MEASTA1","MEASAEA1,FALSO,C4.07,Sala Aulas Mestrado,22:00:00
Qua,"Horário sala visível portal público,Laboratório de Informática,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,12/16/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,12/9/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,12/2/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,11/25/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,11/18/2015
Ter,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,28,D1.06,12/15/2015
Ter,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,28,D1.06,12/1/2015
Ter,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,27,D1.02,11/24/2015
Ter,"Horário sala visível portal público,Sala de Aulas normal,03003TP02,0226,Redes de Comunicação,FALSO,13:00:00,11:00:00,25,B,FALSO,28,D1.06,11/17/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,L0882TP02,LHMC,Colonialismo e Descolonização na Época Contemporânea,FALSO,17:30:00,16:00:00,33,HMCC1,FALSO,50,1E02,12/9/2015
Qua,"Horário sala visível portal público,Sala de Aulas normal,L0882TP02,LHMC,Colonialismo e Descolonização na Época Contemporânea,FALSO,17:30:00,16:00:00,33,HMCC1,FALSO,50,1E02,12/2/2015
